session_id,kind,expected_backend,generator_routed,status_count,status_codes,payload_requests,obfuscated_payload_requests,benign_near_miss_requests,variant_names,variant_tags
obf_20260602_r3_0027_ssrf,ssrf,ssrf_api,True,7,"400,200,200,200,200,200,200",7,6,0,"file_scheme_probe,dns_rebind_style,ftp_scheme_probe,file_scheme_probe,url_encoded_host,hex_loopback,cross_surface_continuity_check","benign,cloud_metadata,continuity_check,dns_alias,internal_service,local_file,loopback,numeric_ip,scheme_probe,url_encoded"
obf_20260602_r3_0028_sqli,sqli,sqli_api,True,7,"200,500,500,200,500,500,200",7,5,0,"concat_char_union,boolean_or_comment,base,double_url_encoded_boolean,or_sleep_function,url_encoded_union,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,double_url_encoded,function_call,time_based,union,url_encoded"
obf_20260602_r3_0029_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,200,200",7,6,0,"postgres_cast_probe,mysql_versioned_comment_union,boolean_or_comment,tab_newline_spacing,comment_split_union,double_url_encoded_boolean,cross_surface_continuity_check","benign,boolean,case_mixing,comment_split,continuity_check,double_url_encoded,error_based,type_cast,union,versioned_comment,whitespace_obfuscation"
obf_20260602_r3_0030_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,6,0,"filter_obfuscation,url_encoded_braces,spaced_expression_code_block,url_encoded_braces,url_encoded_braces,globals_os_popen,cross_surface_continuity_check","benign,command_probe,continuity_check,filter_usage,jinja_expression,markdown_context,object_introspection,url_encoded,whitespace_obfuscation"
obf_20260602_r3_0031_cmdi,cmdi,cmdi_api,True,7,"400,200,200,200,200,200,200",7,5,0,"printf_subshell,url_encoded_semicolon,printf_subshell,subshell_id,base,url_encoded_pipe,cross_surface_continuity_check","base,benign,continuity_check,function_call,pipe,separator,subshell,url_encoded"
obf_20260602_r3_0032_sqli,sqli,sqli_api,True,7,"200,500,200,500,200,500,200",7,6,0,"stacked_drop,extractvalue_error,double_url_encoded_boolean,hex_string_comparison,double_url_encoded_boolean,mssql_time_delay,cross_surface_continuity_check","benign,boolean,continuity_check,destructive_keyword,double_url_encoded,error_based,function_call,hex_literal,stacked_query,time_based"
obf_20260602_r3_0033_ssrf,ssrf,ssrf_api,True,7,"500,200,200,200,200,200,200",7,5,0,"octal_loopback,octal_loopback,ipv6_mapped_metadata,octal_loopback,base,integer_loopback,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,ipv6_mapped,loopback,numeric_ip"
obf_20260602_r3_0034_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,6,0,"set_then_render,basic_expression_markdown,cycler_globals_probe,cycler_globals_probe,joiner_globals_probe,cycler_globals_probe,cross_surface_continuity_check","benign,continuity_check,jinja_expression,jinja_statement,markdown_context,object_introspection"
obf_20260602_r3_0035_sqli,sqli,sqli_api,True,7,"200,500,500,500,500,500,200",7,5,0,"stacked_drop,comment_split_union,url_encoded_union,base,postgres_cast_probe,url_encoded_union,cross_surface_continuity_check","base,benign,case_mixing,comment_split,continuity_check,destructive_keyword,error_based,stacked_query,type_cast,union,url_encoded"
obf_20260602_r3_0036_ssti,ssti,ssti_api,True,7,"200,200,200,200,200,200,400",7,5,0,"base,filter_obfuscation,url_encoded_braces,filter_obfuscation,mro_probe,spaced_expression_code_block,cross_surface_continuity_check","base,benign,continuity_check,filter_usage,jinja_expression,markdown_context,object_introspection,url_encoded,whitespace_obfuscation"
obf_20260602_r4_0001_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"base,subshell_id,single_amp_whoami,tab_separator,base,cross_surface_continuity_check","base,benign,continuity_check,operator_chain,separator,subshell,whitespace_obfuscation"
obf_20260602_r4_0002_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,1,0,"base,base,base,base,hex_loopback,cross_surface_continuity_check","base,benign,continuity_check,loopback,numeric_ip"
obf_20260602_r4_0003_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0004_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,1,0,"base,base,base,globals_os_popen,base,cross_surface_continuity_check","base,benign,command_probe,continuity_check,object_introspection"
obf_20260602_r4_0005_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r4_0006_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"base,env_path_sh,ifs_separator,base,base,cross_surface_continuity_check","base,benign,continuity_check,path_obfuscation,separator,shell_variable"
obf_20260602_r4_0007_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"base,base,or_operator_uname,printf_subshell,single_amp_whoami,cross_surface_continuity_check","base,benign,continuity_check,function_call,operator_chain,subshell"
obf_20260602_r4_0008_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r4_0009_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"mro_probe,base,filter_obfuscation,base,base,cross_surface_continuity_check","base,benign,continuity_check,filter_usage,object_introspection"
obf_20260602_r4_0010_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r4_0011_ssrf,ssrf,ssrf_api,True,6,"200,200,200,200,200,200",6,2,0,"redirect_hint,base,base,integer_loopback,base,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,loopback,numeric_ip,redirect_probe"
obf_20260602_r4_0012_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,1,0,"base,base,base,short_loopback,base,cross_surface_continuity_check","base,benign,continuity_check,loopback,numeric_ip"
obf_20260602_r4_0013_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,1,0,"base,base,base,localhost_internal,base,cross_surface_continuity_check","base,benign,continuity_check,internal_service,localhost"
obf_20260602_r4_0014_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"base,url_encoded_semicolon,ifs_separator,base,base,cross_surface_continuity_check","base,benign,continuity_check,separator,shell_variable,url_encoded"
obf_20260602_r4_0015_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0016_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r4_0017_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0018_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"base,backslash_space,subshell_id,base,base,cross_surface_continuity_check","base,benign,continuity_check,subshell,whitespace_obfuscation"
obf_20260602_r4_0019_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r4_0020_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r4_0021_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"printf_subshell,base,backtick_uname,base,printf_subshell,cross_surface_continuity_check","backtick,base,benign,continuity_check,function_call,subshell"
obf_20260602_r4_0022_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0023_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0024_cmdi,cmdi,cmdi_api,False,6,"400,400,400,400,400,200",6,2,0,"newline_separator,printf_subshell,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,function_call,newline,separator,subshell"
obf_20260602_r4_0025_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,3,0,"concat_char_union,base,postgres_cast_probe,base,hex_string_comparison,cross_surface_continuity_check","base,benign,boolean,continuity_check,error_based,function_call,hex_literal,type_cast,union"
obf_20260602_r4_0026_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0027_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,1,0,"url_encoded_union,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,union,url_encoded"
obf_20260602_r4_0028_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r4_0029_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0030_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r4_0031_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0032_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0033_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,1,0,"base,base,base,url_encoded_union,base,cross_surface_continuity_check","base,benign,continuity_check,union,url_encoded"
obf_20260602_r4_0034_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_near_miss,benign_baseline,benign_near_miss,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r4_0035_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,1,0,"base,base,base,mro_probe,base,cross_surface_continuity_check","base,benign,continuity_check,object_introspection"
obf_20260602_r4_0036_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,1,0,"base,inline_case_boolean,base,base,base,cross_surface_continuity_check","base,benign,boolean,case_mixing,continuity_check"
obf_20260602_r4_0037_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,1,0,"base,base,base,base,loop_expression,cross_surface_continuity_check","base,benign,continuity_check,jinja_statement"
obf_20260602_r4_0038_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r4_0039_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,2,0,"ftp_scheme_probe,base,base,short_loopback,base,cross_surface_continuity_check","base,benign,continuity_check,loopback,numeric_ip,scheme_probe"
obf_20260602_r4_0040_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"extractvalue_error,base,base,boolean_or_comment,base,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,error_based,function_call"
obf_20260602_r4_0041_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,base,boolean_or_comment,boolean_or_comment,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check"
obf_20260602_r4_0042_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,1,0,"markdown_heavy_expression,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,markdown_context"
obf_20260602_r4_0043_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,base,extractvalue_error,inline_case_boolean,cross_surface_continuity_check","base,benign,boolean,case_mixing,continuity_check,error_based,function_call"
obf_20260602_r4_0044_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"spaced_expression_code_block,base,globals_os_popen,base,base,cross_surface_continuity_check","base,benign,command_probe,continuity_check,jinja_expression,markdown_context,object_introspection,whitespace_obfuscation"
obf_20260602_r4_0045_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"tab_separator,base,ifs_separator,base,base,cross_surface_continuity_check","base,benign,continuity_check,separator,shell_variable,whitespace_obfuscation"
obf_20260602_r4_0046_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r4_0047_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"base,base,base,filter_obfuscation,globals_os_popen,cross_surface_continuity_check","base,benign,command_probe,continuity_check,filter_usage,object_introspection"
obf_20260602_r4_0048_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0049_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r4_0050_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,0,0,"base,base,base,base,base,cross_surface_continuity_check","base,benign,continuity_check"
obf_20260602_r4_0051_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0052_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"spaced_expression_code_block,mro_probe,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,markdown_context,object_introspection,whitespace_obfuscation"
obf_20260602_r4_0053_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"base,globals_os_popen,base,print_statement,base,cross_surface_continuity_check","base,benign,command_probe,continuity_check,jinja_statement,object_introspection"
obf_20260602_r4_0054_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0055_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,inline_case_boolean,hex_string_comparison,base,cross_surface_continuity_check","base,benign,boolean,case_mixing,continuity_check,hex_literal"
obf_20260602_r4_0056_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,or_sleep_function,base,stacked_drop,cross_surface_continuity_check","base,benign,continuity_check,destructive_keyword,function_call,stacked_query,time_based"
obf_20260602_r4_0057_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,3,0,"or_sleep_function,base,boolean_or_comment,postgres_cast_probe,base,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,error_based,function_call,time_based,type_cast"
obf_20260602_r4_0058_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0059_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0060_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0061_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r4_0062_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r4_0063_ssrf,ssrf,ssrf_api,True,6,"200,200,200,200,200,200",6,1,0,"redirect_hint,base,base,base,base,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,redirect_probe"
obf_20260602_r4_0064_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0065_ssrf,ssrf,ssrf_api,True,6,"400,400,200,200,200,200",6,3,0,"integer_loopback,integer_loopback,base,base,redirect_hint,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,loopback,numeric_ip,redirect_probe"
obf_20260602_r4_0066_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,3,0,"userinfo_bypass,base,mixed_case_scheme_host,base,ipv6_mapped_metadata,cross_surface_continuity_check","base,benign,case_mixing,cloud_metadata,continuity_check,ipv6_mapped,userinfo"
obf_20260602_r4_0067_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"order_by_probe,base,extractvalue_error,base,base,cross_surface_continuity_check","base,benign,comment_split,continuity_check,error_based,function_call,schema_probe"
obf_20260602_r4_0068_benign,benign,,False,3,"200,200,200",3,0,0,"benign_baseline,benign_baseline,benign_baseline",benign
obf_20260602_r4_0069_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"subshell_id,backtick_uname,base,base,base,cross_surface_continuity_check","backtick,base,benign,continuity_check,subshell"
obf_20260602_r4_0070_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0071_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r4_0072_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,4,0,"globals_os_popen,url_encoded_braces,markdown_heavy_expression,fullwidth_brace_noise,base,cross_surface_continuity_check","base,benign,command_probe,continuity_check,delimiter_noise,jinja_expression,markdown_context,object_introspection,unicode_noise,url_encoded"
obf_20260602_r5_0001_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r5_0002_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"base,base,ifs_separator,printf_subshell,tab_separator,cross_surface_continuity_check","base,benign,continuity_check,function_call,separator,shell_variable,subshell,whitespace_obfuscation"
obf_20260602_r5_0003_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,3,0,"base,dns_rebind_style,localhost_internal,azure_metadata_headerless,base,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,dns_alias,internal_service,localhost"
obf_20260602_r5_0004_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,3,0,"loop_expression,base,basic_expression_markdown,config_object_probe,base,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,jinja_statement,markdown_context,object_introspection"
obf_20260602_r5_0005_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,4,0,"base,dns_rebind_style,octal_loopback,dns_rebind_style,userinfo_bypass,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,dns_alias,internal_service,loopback,numeric_ip,userinfo"
obf_20260602_r5_0006_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,4,0,"print_statement,markdown_heavy_expression,base,mixed_delimiters,spaced_expression_code_block,cross_surface_continuity_check","base,benign,continuity_check,delimiter_noise,jinja_expression,jinja_statement,markdown_context,whitespace_obfuscation"
obf_20260602_r5_0007_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_near_miss,benign_near_miss,benign_baseline,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r5_0008_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,4,0,"and_id,url_encoded_pipe,url_encoded_semicolon,tab_separator,base,cross_surface_continuity_check","base,benign,continuity_check,operator_chain,pipe,separator,url_encoded,whitespace_obfuscation"
obf_20260602_r5_0009_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_near_miss,benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0010_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,order_by_probe,base,comment_split_union,cross_surface_continuity_check","base,benign,case_mixing,comment_split,continuity_check,schema_probe,union"
obf_20260602_r5_0011_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,4,0,"boolean_or_comment,or_sleep_function,postgres_cast_probe,base,url_encoded_union,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,error_based,function_call,time_based,type_cast,union,url_encoded"
obf_20260602_r5_0012_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"env_path_sh,url_encoded_semicolon,pipe_whoami,base,base,cross_surface_continuity_check","base,benign,continuity_check,path_obfuscation,pipe,separator,shell_variable,url_encoded"
obf_20260602_r5_0013_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_near_miss,benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0014_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,4,0,"base,print_statement,attribute_concat_probe,basic_expression_markdown,mixed_delimiters,cross_surface_continuity_check","base,benign,continuity_check,delimiter_noise,jinja_expression,jinja_statement,markdown_context,object_introspection,string_concat"
obf_20260602_r5_0015_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_baseline,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_near_miss","benign,near_miss"
obf_20260602_r5_0016_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_near_miss,benign_baseline,benign_baseline,benign_near_miss,benign_near_miss,benign_baseline","benign,near_miss"
obf_20260602_r5_0017_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0018_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"tab_newline_spacing,base,base,base,boolean_or_comment,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,union,whitespace_obfuscation"
obf_20260602_r5_0019_ssrf,ssrf,ssrf_api,True,6,"200,200,200,200,200,200",6,5,0,"redirect_hint,short_loopback,redirect_hint,ipv6_mapped_metadata,integer_loopback,cross_surface_continuity_check","benign,cloud_metadata,continuity_check,ipv6_mapped,loopback,numeric_ip,redirect_probe"
obf_20260602_r5_0020_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,5,0,"brace_expansion,single_amp_whoami,subshell_id,and_id,printf_subshell,cross_surface_continuity_check","benign,brace_expansion,continuity_check,function_call,operator_chain,subshell"
obf_20260602_r5_0021_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,1,0,"base,base,base,base,url_encoded_braces,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,url_encoded"
obf_20260602_r5_0022_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"concat_char_union,space_as_inline_comment,base,base,base,cross_surface_continuity_check","base,benign,comment_split,continuity_check,function_call,union"
obf_20260602_r5_0023_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,base,url_encoded_union,url_encoded_union,cross_surface_continuity_check","base,benign,continuity_check,union,url_encoded"
obf_20260602_r5_0024_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_baseline,benign_near_miss,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r5_0025_benign,benign,,False,6,"200,200,200,200,200,200",6,0,3,"benign_near_miss,benign_near_miss,benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0026_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,3,0,"base,url_encoded_union,stacked_drop,boolean_or_comment,base,cross_surface_continuity_check","base,benign,boolean,comment_split,continuity_check,destructive_keyword,stacked_query,union,url_encoded"
obf_20260602_r5_0027_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,1,0,"base,base,base,base,backtick_uname,cross_surface_continuity_check","backtick,base,benign,continuity_check"
obf_20260602_r5_0028_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0029_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"base,base,concat_char_union,extractvalue_error,base,cross_surface_continuity_check","base,benign,continuity_check,error_based,function_call,union"
obf_20260602_r5_0030_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,4,0,"pipe_whoami,tab_separator,subshell_id,url_encoded_pipe,base,cross_surface_continuity_check","base,benign,continuity_check,pipe,separator,subshell,url_encoded,whitespace_obfuscation"
obf_20260602_r5_0031_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,5,0,"globals_os_popen,joiner_globals_probe,filter_obfuscation,loop_expression,markdown_heavy_expression,cross_surface_continuity_check","benign,command_probe,continuity_check,filter_usage,jinja_expression,jinja_statement,markdown_context,object_introspection"
obf_20260602_r5_0032_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,2,0,"base,basic_expression_markdown,url_encoded_braces,base,base,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,markdown_context,url_encoded"
obf_20260602_r5_0033_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,2,0,"base,base,url_encoded_semicolon,base,pipe_whoami,cross_surface_continuity_check","base,benign,continuity_check,pipe,separator,url_encoded"
obf_20260602_r5_0034_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,3,0,"ftp_scheme_probe,base,aws_metadata_credentials,base,ftp_scheme_probe,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,scheme_probe"
obf_20260602_r5_0035_ssrf,ssrf,ssrf_api,True,6,"400,200,200,200,200,200",6,4,0,"ipv6_mapped_metadata,integer_loopback,base,gcp_metadata_host,file_scheme_probe,cross_surface_continuity_check","base,benign,cloud_metadata,continuity_check,dns_alias,ipv6_mapped,local_file,loopback,numeric_ip,scheme_probe"
obf_20260602_r5_0036_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,3,0,"inline_case_boolean,base,space_as_inline_comment,base,extractvalue_error,cross_surface_continuity_check","base,benign,boolean,case_mixing,comment_split,continuity_check,error_based,function_call,union"
obf_20260602_r5_0037_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,3,0,"mixed_delimiters,base,attribute_concat_probe,markdown_heavy_expression,base,cross_surface_continuity_check","base,benign,continuity_check,delimiter_noise,jinja_expression,markdown_context,object_introspection,string_concat"
obf_20260602_r5_0038_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_baseline,benign_baseline,benign_near_miss,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0039_benign,benign,,False,4,"200,200,200,200",4,0,1,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline","benign,near_miss"
obf_20260602_r5_0040_ssti,ssti,ssti_api,True,6,"200,200,200,200,200,400",6,4,0,"markdown_heavy_expression,markdown_heavy_expression,config_object_probe,base,joiner_globals_probe,cross_surface_continuity_check","base,benign,continuity_check,jinja_expression,markdown_context,object_introspection"
obf_20260602_r5_0041_benign,benign,,False,5,"200,200,200,200,200",5,0,2,"benign_near_miss,benign_baseline,benign_baseline,benign_baseline,benign_near_miss","benign,near_miss"
obf_20260602_r5_0042_cmdi,cmdi,cmdi_api,True,6,"400,200,200,200,200,200",6,3,0,"and_id,newline_separator,base,subshell_id,base,cross_surface_continuity_check","base,benign,continuity_check,newline,operator_chain,separator,subshell"
obf_20260602_r5_0043_sqli,sqli,sqli_api,True,6,"200,500,500,500,500,200",6,2,0,"mssql_time_delay,postgres_cast_probe,base,base,base,cross_surface_continuity_check","base,benign,continuity_check,error_based,stacked_query,time_based,type_cast"
